1109,22,1191,40,1185,64,1104,46
1058,42,1101,26,1108,46,1065,62
1075,52,1154,52,1154,96,1075,96
1148,61,1174,61,1174,90,1148,90
1140,129,1183,103,1194,121,1151,147
1064,108,1146,129,1140,152,1058,131
718,805,783,830,774,853,709,828
679,820,708,820,708,843,679,843
659,834,682,834,682,858,659,858
770,843,785,843,785,861,770,861
653,858,670,858,670,873,653,873
729,864,755,864,755,884,729,884
657,930,673,914,700,940,684,956
689,940,770,929,773,956,692,967
788,1453,884,1453,884,1470,788,1470
887,1456,908,1456,908,1470,887,1470
911,1456,946,1456,946,1470,911,1470
946,1456,1042,1456,1042,1473,946,1473
1042,1458,1066,1458,1066,1473,1042,1473
1069,1458,1201,1458,1201,1476,1069,1476
911,1473,958,1473,958,1485,911,1485
984,1476,1078,1476,1078,1491,984,1491
919,1494,1007,1494,1007,1508,919,1508
1013,1494,1069,1494,1069,1508,1013,1508
840,1546,937,1546,937,1561,840,1561
796,1549,832,1549,832,1561,796,1561
796,1599,867,1599,867,1611,796,1611
881,1599,916,1599,916,1611,881,1611
926,1598,964,1602,963,1616,924,1611
969,1599,1016,1599,1016,1617,969,1617
1022,1598,1047,1602,1045,1615,1020,1611
1057,1599,1086,1599,1086,1617,1057,1617
468,1622,554,1626,553,1645,467,1641
556,1623,612,1623,612,1643,556,1643
615,1625,667,1625,667,1646,615,1646
480,1649,515,1649,515,1669,480,1669
518,1649,562,1649,562,1669,518,1669
568,1652,650,1652,650,1675,568,1675
284,1666,430,1666,430,1684,284,1684
785,1666,837,1666,837,1678,785,1678
840,1669,858,1669,858,1684,840,1684
896,1669,931,1669,931,1684,896,1684
960,1669,1016,1669,1016,1684,960,1684
1037,1669,1075,1669,1075,1687,1037,1687
1081,1669,1104,1669,1104,1684,1081,1684
1116,1669,1154,1669,1154,1684,1116,1684
462,1678,509,1678,509,1693,462,1693
524,1678,594,1678,594,1696,524,1696
618,1678,670,1678,670,1696,618,1696
292,1684,418,1684,418,1699,292,1699
902,1769,925,1769,925,1787,902,1787
761,1792,843,1792,843,1813,761,1813
843,1792,922,1792,922,1810,843,1810
498,1795,524,1795,524,1807,498,1807
