35,1403,52,1403,52,1423,35,1423
58,1406,78,1405,82,1576,62,1576
146,1567,219,1567,219,1584,146,1584
219,1567,269,1567,269,1584,219,1584
272,1570,319,1570,319,1587,272,1587
187,1587,228,1587,228,1608,187,1608
158,1590,187,1590,187,1605,158,1605
231,1590,304,1590,304,1611,231,1611
1110,1589,1204,1593,1203,1613,1109,1609
146,1608,184,1608,184,1620,146,1620
199,1608,257,1608,257,1623,199,1623
269,1611,313,1611,313,1625,269,1625
1192,1631,1236,1631,1236,1658,1192,1658
1045,1640,1116,1640,1116,1666,1045,1666
1119,1646,1171,1646,1171,1664,1119,1664
161,1664,231,1664,231,1681,161,1681
231,1664,287,1664,287,1681,231,1681
169,1710,199,1710,199,1722,169,1722
205,1710,275,1710,275,1722,205,1722
1089,1710,1127,1710,1127,1725,1089,1725
1174,1710,1204,1710,1204,1719,1174,1719
969,1725,1040,1725,1040,1754,969,1754
1048,1728,1230,1728,1230,1754,1048,1754
1184,1767,1226,1773,1223,1795,1181,1789
251,1781,319,1781,319,1798,251,1798
319,1784,436,1784,436,1801,319,1801
1239,1784,1318,1784,1318,1822,1239,1822
1081,1786,1193,1790,1192,1823,1080,1819
990,1791,1082,1796,1080,1830,988,1825
231,1798,298,1798,298,1813,231,1813
298,1801,319,1801,319,1816,298,1816
319,1801,360,1801,360,1813,319,1813
363,1804,454,1804,454,1819,363,1819
1245,1804,1265,1804,1265,1822,1245,1822
