386,68,507,68,507,120,386,120
524,68,670,68,670,120,524,120
678,68,833,68,833,120,678,120
386,137,704,137,704,197,386,197
722,135,964,146,961,204,719,193
2363,146,2440,146,2440,180,2363,180
3557,146,3609,146,3609,180,3557,180
2595,4700,2689,4700,2689,4735,2595,4735
2698,4700,2990,4700,2990,4735,2698,4735
2999,4709,3179,4709,3179,4735,2999,4735
3196,4709,3437,4709,3437,4735,3196,4735
3446,4709,3540,4709,3540,4743,3446,4743
2775,4752,2939,4752,2939,4786,2775,4786
2947,4752,3059,4752,3059,4786,2947,4786
3119,4752,3248,4752,3248,4786,3119,4786
3257,4752,3360,4752,3360,4786,3257,4786
2612,4846,2810,4846,2810,4881,2612,4881
2507,4950,2697,4936,2700,4978,2510,4992
2758,4950,2835,4950,2835,4975,2758,4975
2844,4950,2973,4950,2973,4984,2844,4984
2999,4950,3214,4950,3214,4984,2999,4984
3222,4950,3274,4950,3274,4992,3222,4992
3428,4950,3506,4950,3506,4992,3428,4992
3325,4958,3420,4958,3420,4992,3325,4992
536,4983,721,5020,709,5078,524,5041
2509,4992,2629,4992,2629,5027,2509,5027
2638,4992,2698,4992,2698,5027,2638,5027
2724,4992,2853,4992,2853,5027,2724,5027
2878,4992,3093,4992,3093,5035,2878,5035
3093,4992,3214,4992,3214,5027,3093,5027
343,5025,494,4987,509,5044,357,5081
3222,5001,3274,5001,3274,5027,3222,5027
3291,5001,3394,5001,3394,5035,3291,5035
3394,5001,3480,5001,3480,5035,3394,5035
2560,5044,2707,5044,2707,5078,2560,5078
2758,5044,2818,5044,2818,5078,2758,5078
2827,5044,2964,5044,2964,5078,2827,5078
3136,5044,3239,5044,3239,5078,3136,5078
3042,5053,3119,5053,3119,5078,3042,5078
369,5078,704,5078,704,5130,369,5130
403,5147,670,5147,670,5207,403,5207
2586,5147,2724,5147,2724,5182,2586,5182
2784,5147,2921,5147,2921,5173,2784,5173
2973,5147,3067,5147,3067,5182,2973,5182
3334,5147,3420,5147,3420,5182,3334,5182
2509,5190,2560,5190,2560,5233,2509,5233
2638,5190,2732,5190,2732,5225,2638,5225
2560,5199,2629,5199,2629,5225,2560,5225
2552,5293,2784,5293,2784,5328,2552,5328
2835,5293,2956,5293,2956,5328,2835,5328
2982,5293,3110,5293,3110,5328,2982,5328
3145,5302,3317,5302,3317,5336,3145,5336
3325,5302,3471,5302,3471,5336,3325,5336
3480,5302,3583,5302,3583,5345,3480,5345
1521,5336,1684,5336,1684,5371,1521,5371
