386,68,507,68,507,120,386,120
524,68,670,68,670,120,524,120
678,68,833,68,833,120,678,120
386,137,704,137,704,197,386,197
722,135,964,146,961,204,719,193
2363,146,2440,146,2440,180,2363,180
3566,146,3617,146,3617,189,3566,189
1100,163,1211,163,1211,180,1100,180
2741,4348,2939,4348,2939,4382,2741,4382
2621,4434,2810,4434,2810,4477,2621,4477
2913,4434,3179,4434,3179,4468,2913,4468
2629,4606,2767,4606,2767,4640,2629,4640
2784,4606,2921,4606,2921,4632,2784,4632
2956,4606,3093,4606,3093,4632,2956,4632
3222,4606,3282,4606,3282,4640,3222,4640
3325,4606,3523,4606,3523,4632,3325,4632
2251,4614,2423,4614,2423,4649,2251,4649
2801,4709,2861,4709,2861,4760,2801,4760
2878,4709,2982,4709,2982,4743,2878,4743
2983,4699,3102,4719,3093,4773,2974,4753
2241,4724,2397,4712,2399,4743,2243,4755
2526,4717,2603,4717,2603,4760,2526,4760
2672,4717,2784,4717,2784,4760,2672,4760
2380,4786,2483,4786,2483,4821,2380,4821
2621,4786,2732,4786,2732,4829,2621,4829
2750,4786,2982,4786,2982,4821,2750,4821
283,4812,455,4812,455,4941,283,4941
429,4829,635,4829,635,4950,429,4950
2492,4864,2621,4864,2621,4898,2492,4898
2672,4864,2750,4864,2750,4898,2672,4898
2775,4864,2878,4864,2878,4898,2775,4898
2956,4864,3067,4864,3067,4907,2956,4907
3214,4864,3265,4864,3265,4915,3214,4915
3497,4864,3609,4864,3609,4915,3497,4915
2182,4872,2294,4872,2294,4907,2182,4907
2346,4872,2449,4872,2449,4907,2346,4907
3360,4872,3471,4872,3471,4907,3360,4907
2835,4907,2887,4907,2887,4958,2835,4958
2904,4907,2990,4907,2990,4958,2904,4958
2493,4907,2666,4917,2664,4959,2490,4949
2724,4915,2792,4915,2792,4950,2724,4950
2182,4924,2242,4924,2242,4958,2182,4958
352,4936,569,4946,567,4994,350,4984
257,5070,395,5070,395,5121,257,5121
431,5062,611,5098,599,5155,419,5119
241,5126,597,5153,592,5216,236,5189
2354,5147,2526,5147,2526,5182,2354,5182
2612,5147,2767,5147,2767,5173,2612,5173
2792,5147,2896,5147,2896,5173,2792,5173
2921,5147,3025,5147,3025,5173,2921,5173
3110,5147,3248,5147,3248,5173,3110,5173
3265,5147,3506,5147,3506,5173,3265,5173
2208,5156,2337,5156,2337,5182,2208,5182
2507,5190,2680,5180,2682,5212,2509,5222
2698,5182,2861,5182,2861,5207,2698,5207
2939,5182,3007,5182,3007,5207,2939,5207
3025,5182,3110,5182,3110,5216,3025,5216
3454,5182,3532,5182,3532,5207,3454,5207
2294,5190,2354,5190,2354,5216,2294,5216
2371,5190,2483,5190,2483,5216,2371,5216
284,5205,551,5216,549,5283,281,5272
2569,5216,2664,5216,2664,5250,2569,5250
3093,5216,3291,5216,3291,5250,3093,5250
3374,5225,3461,5212,3465,5243,3379,5255
2397,5225,2466,5225,2466,5250,2397,5250
2483,5225,2552,5225,2552,5250,2483,5250
2681,5225,2870,5225,2870,5250,2681,5250
2896,5225,3025,5225,3025,5250,2896,5250
2208,5233,2294,5233,2294,5259,2208,5259
3394,5250,3523,5250,3523,5285,3394,5285
2500,5259,2724,5259,2724,5285,2500,5285
2767,5259,2853,5259,2853,5285,2767,5285
2896,5259,2964,5259,2964,5285,2896,5285
2982,5259,3050,5259,3050,5285,2982,5285
3067,5259,3162,5259,3162,5285,3067,5285
3179,5259,3351,5259,3351,5285,3179,5285
2294,5267,2423,5267,2423,5293,2294,5293
2655,5293,2784,5293,2784,5319,2655,5319
2784,5293,2853,5293,2853,5328,2784,5328
2870,5293,2964,5293,2964,5319,2870,5319
2964,5293,3050,5293,3050,5319,2964,5319
3119,5293,3205,5293,3205,5319,3119,5319
3205,5293,3334,5293,3334,5319,3205,5319
2380,5328,2509,5328,2509,5362,2380,5362
2217,5336,2294,5336,2294,5362,2217,5362
